,name,type
39042,Certoux,Bulk Carrier
39044,Chambesy,Bulk Carrier
39052,Champel,Bulk Carrier
39055,Stena Premium,Oil/Chemical Tanker
39059,Choulex,Bulk Carrier
39077,Stena Concert,Oil/Chemical Tanker
39078,Stena Conqueror,Oil/Chemical Tanker
39079,Stena Conquest,Oil/Chemical Tanker
39097,Stena Performance,Oil/Chemical Tanker
39104,Stena Provence,Oil/Chemical Tanker
39118,Gener8 Consul,Oil/Chemical Tanker
39135,Newforest,Bulk Carrier
39136,Meynell,Bulk Carrier
39137,Snowdon,Bulk Carrier
39138,Quorn,Bulk Carrier
39180,Nightwing,Bulk Carrier
39200,Gulf Elan,Oil/Chemical Tanker
39201,Gulf Moon,Oil/Chemical Tanker
39214,Levan,Bulk Carrier
39224,Gulf Mist,Oil/Chemical Tanker
39233,Harbour Kira,Oil/Chemical Tanker
39249,Castillo De Valverde,Bulk Carrier
39262,Handytankers Glory,Oil/Chemical Tanker
39264,Handytankers Spirit,Oil/Chemical Tanker
39274,Harbour Kristin,Oil/Chemical Tanker
39292,Cs Chara,Bulk Carrier
39294,Clipper Tenacious,Bulk Carrier
39302,Danny Boy,Bulk Carrier
39304,Clipper Leander,Oil/Chemical Tanker
39310,Clipper Trader,Bulk Carrier
39324,Gulf Mews,Oil/Chemical Tanker
39337,Shimanami Star,Bulk Carrier
39356,Krakow,Bulk Carrier
39359,Harbour Krystal,Oil/Chemical Tanker
39373,Teesta Spirit,Oil/Chemical Tanker
39376,Aloe,Bulk Carrier
39378,Papillon,Oil/Chemical Tanker
39386,Chrina,Bulk Carrier
39387,Davino D,Oil/Chemical Tanker
39395,Maracas Bay,Oil/Chemical Tanker
39402,Harbour Loyalty,Oil/Chemical Tanker
39423,Castillo De Catoira,Bulk Carrier
39435,Clipper Target,Bulk Carrier
39445,Bertina,Oil/Chemical Tanker
39499,Hugli Spirit,Oil/Chemical Tanker
39502,Clipper Kylie,Oil/Chemical Tanker
39506,West Stream,Oil/Chemical Tanker
39509,Gulf Esprit,Oil/Chemical Tanker
39522,Rose Of Sharon,Oil/Chemical Tanker
39525,Sc Stealth,Oil/Chemical Tanker
39672,Pabur,Bulk Carrier
39676,Stellar Atlantic,Bulk Carrier
39709,Sloman Hermes,Oil/Chemical Tanker
39710,Sloman Herakles,Oil/Chemical Tanker
39711,Sloman Hera,Oil/Chemical Tanker
39717,Pabal,Bulk Carrier
39780,Christoph S,Bulk Carrier
39811,Selandia,Bulk Carrier
39847,Burgia,Bulk Carrier
39856,MV Marcarolina,Bulk Carrier
39877,Marcolorado,Bulk Carrier
39879,Mangard,Bulk Carrier
39917,Pacific Huron,Bulk Carrier
39926,Kilian S,Bulk Carrier
39974,MiaS,Bulk Carrier
39975,Hermann S,Bulk Carrier
40155,Hc Natalia,Bulk Carrier
40157,Lennard,Bulk Carrier
40200,Embdens Welvaart,Bulk Carrier
40227,Falstria Swan,Oil/Chemical Tanker
40259,Stadt Solingen,Bulk Carrier
40308,Lake St Clair,Bulk Carrier
40368,Hanse Gate,Bulk Carrier
40369,Lake Ontario,Bulk Carrier
40513,Hc JetteMarit,Bulk Carrier
40514,Hc JanaRosa,Bulk Carrier
40536,Bellini,Oil/Chemical Tanker
40537,Verdi,Oil/Chemical Tanker
40716,Overseas Santorini,Oil/Chemical Tanker
40729,Seabulk Trader,Oil/Chemical Tanker
40730,Seabulk Challenge,Oil/Chemical Tanker
40830,Ristna,Oil/Chemical Tanker
40945,Maria M,Oil/Chemical Tanker
41191,Armada Leader,Oil/Chemical Tanker
41198,Fariz Ismailkhanov,Oil/Chemical Tanker
41220,Vitim,Oil/Chemical Tanker
41250,Zolotaya Kolyma,Bulk Carrier
41283,Armada Trader,Oil/Chemical Tanker
41312,Sanar1,Oil/Chemical Tanker
41320,Armada Navigator,Oil/Chemical Tanker
41371,Sanar2,Oil/Chemical Tanker
41398,General Hazi Aslanov,Oil/Chemical Tanker
41405,Dahi Byulbyul,Oil/Chemical Tanker
41432,Neva Lux,Oil/Chemical Tanker
41552,Kord Arctic,Oil/Chemical Tanker
41600,Nordstraum,Oil/Chemical Tanker
41652,Gazpromneft Omsk,Oil/Chemical Tanker
41674,Abrau,Oil/Chemical Tanker
41683,Pegas,Oil/Chemical Tanker
41708,Saltstraum,Oil/Chemical Tanker
41713,Sanar 4,Oil/Chemical Tanker
41717,Gektor,Oil/Chemical Tanker
41732,RnTaurus,Oil/Chemical Tanker
41733,Teti,Oil/Chemical Tanker
41739,Sanar3,Oil/Chemical Tanker
41743,Persey,Oil/Chemical Tanker
41753,Ivan Poddubny,Oil/Chemical Tanker
41762,Yason,Oil/Chemical Tanker
41770,Gazpromneft Zuid,Oil/Chemical Tanker
41777,Enisey,Oil/Chemical Tanker
41779,Svyatoy Pavel,Oil/Chemical Tanker
41790,Peley,Oil/Chemical Tanker
41795,Assia,Oil/Chemical Tanker
41806,Gheba,Oil/Chemical Tanker
41810,Dafne,Oil/Chemical Tanker
41816,Gazpromneft Nordwest,Oil/Chemical Tanker
41879,Boris Vilkitskiy,Oil/Chemical Tanker
41882,Birte Theresi,Oil/Chemical Tanker
41884,Cloe,Oil/Chemical Tanker
41889,Rn Polaris,Oil/Chemical Tanker
41890,Yaroslav Mudryy,Oil/Chemical Tanker
41893,Mekhanik Sazonov,Oil/Chemical Tanker
41907,Enceladus,Oil/Chemical Tanker
41910,MT Crystal East,Oil/Chemical Tanker
41931,Aleksandr Glukhov,Oil/Chemical Tanker
41940,Sanar 5,Oil/Chemical Tanker
41947,Zoloto Kolymy,Bulk Carrier
41962,Flandriya,Oil/Chemical Tanker
42013,M Khachepuridze,Oil/Chemical Tanker
42060,Ayaks,Oil/Chemical Tanker
42086,Vladimir Rusanov,Oil/Chemical Tanker
42107,Glard1,Oil/Chemical Tanker
42127,Zapolyarye,Bulk Carrier
42129,Crystal West,Oil/Chemical Tanker
42141,Baltic Eagle,Oil/Chemical Tanker
42143,Severnaya Zemlya,Bulk Carrier
42164,Ebru,Oil/Chemical Tanker
42183,Gazpromneft Nordeast,Oil/Chemical Tanker
42188,Gazpromneft West,Oil/Chemical Tanker
42195,Valeriy Zelenko,Oil/Chemical Tanker
42207,Arctica,Oil/Chemical Tanker
42208,Sistraum,Oil/Chemical Tanker
42212,Crystal Nord,Oil/Chemical Tanker
42261,Rn Olymp,Oil/Chemical Tanker
42284,Crystal Zuid,Oil/Chemical Tanker
42292,Zaliv Nakhodka,Oil/Chemical Tanker
42303,Alexander Kashchuk,Oil/Chemical Tanker
42308,Anichkov Bridge,Oil/Chemical Tanker
42314,Glard2,Oil/Chemical Tanker
42329,Azeri Karabakh,Oil/Chemical Tanker
42334,Chingiz Mustafayev,Oil/Chemical Tanker
42353,Pomorye,Bulk Carrier
42389,Lenkaran,Oil/Chemical Tanker
42427,Armada Explorer,Oil/Chemical Tanker
42562,Aleksandr Suvorov,Bulk Carrier
42564,Mikhail Kutuzov,Bulk Carrier
42569,Viktor Tkachyov,Bulk Carrier
42571,Pavel Vavilov,Bulk Carrier
42575,Kuzma Minin,Bulk Carrier
42577,KapitanSviridov,Bulk Carrier
42578,Petr Velikiy,Bulk Carrier
42667,Tamanskiy,Oil/Chemical Tanker
42735,Barko Naz,Bulk Carrier
42736,Gulluk,Bulk Carrier
42739,Sukret,Bulk Carrier
42740,Fatma Sari,Bulk Carrier
42745,Cesme,Oil/Chemical Tanker
42746,Neco K,Bulk Carrier
42754,Faik Akar,Oil/Chemical Tanker
42788,Kuzey Ekim,Oil/Chemical Tanker
42791,Aysenaz,Oil/Chemical Tanker
42810,Can Yucel,Bulk Carrier
42818,Duzgit Dignity,Oil/Chemical Tanker
42821,Sound Of Sea,Oil/Chemical Tanker
42829,Adiyaman,Oil/Chemical Tanker
42842,Mahmut Saka,Bulk Carrier
42846,Simay G,Oil/Chemical Tanker
42849,Narlica,Oil/Chemical Tanker
42851,Kaya Tuna,Oil/Chemical Tanker
42853,Elif Tuba,Oil/Chemical Tanker
42855,Anzer,Oil/Chemical Tanker
42856,Bulk Rose,Bulk Carrier
42867,Er Maden,Bulk Carrier
42868,Denak Voyager,Bulk Carrier
42869,Denak Trader,Bulk Carrier
42872,Gulmar,Bulk Carrier
42877,Caner Karaloglu,Oil/Chemical Tanker
42878,MV Tamrey,Bulk Carrier
42884,Duzgit Endeavour,Oil/Chemical Tanker
42885,MT Zuga,Oil/Chemical Tanker
42888,Ince Beylerbeyi,Bulk Carrier
42889,Alahan,Oil/Chemical Tanker
42891,Lady Demet,Bulk Carrier
42896,Fulya D,Oil/Chemical Tanker
42897,Yasa HMulla,Bulk Carrier
42899,EkinS,Oil/Chemical Tanker
42901,Yasa HMehmet,Bulk Carrier
42902,M\V Lady Serra,Bulk Carrier
42903,Minanur Cebi 1,Bulk Carrier
42906,Ince Ankara,Bulk Carrier
42907,TLeyla,Oil/Chemical Tanker
42909,Senanur Cebi,Bulk Carrier
42911,Servet Ana,Bulk Carrier
42912,Nuri Bey,Bulk Carrier
42923,Ulusoy12,Bulk Carrier
42924,Ulusoy 11,Bulk Carrier
42926,Genmar,Bulk Carrier
42932,Er Nazire,Bulk Carrier
42933,Iasos,Bulk Carrier
42934,Dn Vatan,Bulk Carrier
42935,Dn Millet,Bulk Carrier
42940,Ocean Future,Bulk Carrier
42941,Bulk Flower,Bulk Carrier
42942,Ince Hamburg,Bulk Carrier
42943,Besiktas Kazakhstan,Bulk Carrier
42944,Besiktas Azerbaijan,Bulk Carrier
42946,Flama,Bulk Carrier
42947,Cerba,Bulk Carrier
42949,Varkan Akdeniz,Oil/Chemical Tanker
42953,Sultan Atasoy,Bulk Carrier
42955,Vera 9,Bulk Carrier
42956,Ahmet Akgul,Bulk Carrier
42959,MT Emin Reis,Oil/Chemical Tanker
42963,Ince Karadeniz,Bulk Carrier
42964,Ince Akdeniz,Bulk Carrier
42965,Ince Kastamonu,Bulk Carrier
42969,Ince Ege,Bulk Carrier
42972,Yasa Kaptan Erbil,Bulk Carrier
42977,Idc Diamond,Bulk Carrier
42978,MV Idc Falcon,Bulk Carrier
42979,MV Necati Kalkavan,Bulk Carrier
42983,Tdt 3,Oil/Chemical Tanker
42986,Kerem Ka,Oil/Chemical Tanker
42987,Dicle Deniz,Oil/Chemical Tanker
42989,Tdt2,Oil/Chemical Tanker
43024,M\T TGonul,Oil/Chemical Tanker
43025,Ince Anadolu,Bulk Carrier
43026,Halil Sahin,Bulk Carrier
43027,Ahmet Cihan,Oil/Chemical Tanker
43028,Balaban,Bulk Carrier
43030,Cebihan,Bulk Carrier
43031,Elgiznur Cebi,Bulk Carrier
43032,TSevgi,Oil/Chemical Tanker
43033,Varkan Marmara,Oil/Chemical Tanker
43037,Kemal Ka,Oil/Chemical Tanker
43043,DefneS,Oil/Chemical Tanker
43051,Necati Alpagul,Oil/Chemical Tanker
43052,Zeynep Ka,Oil/Chemical Tanker
43063,Ulusoy9,Bulk Carrier
43064,Diamond Canakkale,Bulk Carrier
43065,Alangova,Oil/Chemical Tanker
43066,Tarik 3,Bulk Carrier
43067,Sude S,Oil/Chemical Tanker
43069,MT Ozay6,Oil/Chemical Tanker
43070,Varkan Ege,Oil/Chemical Tanker
43071,Alfa Karadeniz,Oil/Chemical Tanker
43173,Idc Pearl,Bulk Carrier
43186,Nemtas4,Bulk Carrier
43192,Nemtas2,Bulk Carrier
43201,Metin Ka,Oil/Chemical Tanker
43210,Ulusoy8,Bulk Carrier
43215,Ayfer Ka,Oil/Chemical Tanker
43217,Fetekoz,Oil/Chemical Tanker
43218,Adaline,Bulk Carrier
43219,MV Eylul K,Bulk Carrier
43226,Puli,Oil/Chemical Tanker
43228,MT Ozay 5,Oil/Chemical Tanker
43236,MT Azra S,Oil/Chemical Tanker
43238,Selay S,Oil/Chemical Tanker
43240,MT Kazan,Oil/Chemical Tanker
43246,Ince Inebolu,Bulk Carrier
43249,M\T SelinS,Oil/Chemical Tanker
43253,Minanur Cebi,Bulk Carrier
43254,Karsiyaka,Bulk Carrier
43267,SurmeneKa,Oil/Chemical Tanker
43268,Ozden S,Oil/Chemical Tanker
43276,Uluc Ka,Oil/Chemical Tanker
43280,Sukran C,Oil/Chemical Tanker
43286,Zeugman,Oil/Chemical Tanker
43289,MT Emre T,Oil/Chemical Tanker
43299,26 Agustos,Bulk Carrier
43305,Istanbul Ka,Oil/Chemical Tanker
43307,Nemtas 1,Bulk Carrier
43308,Zeynep Kiran,Bulk Carrier
43311,Ince Atlantic,Bulk Carrier
43312,MV Ince Pacific,Bulk Carrier
43320,MT Faik Bey,Oil/Chemical Tanker
43364,GInebolu,Bulk Carrier
43387,Polar Marine,Bulk Carrier
43389,Annita,Bulk Carrier
43390,Nyon,Bulk Carrier
43395,Mct Breithorn,Oil/Chemical Tanker
43396,Romandie,Bulk Carrier
43397,Mct Stockhorn,Oil/Chemical Tanker
43398,Lavaux,Bulk Carrier
43399,Silvaplana,Bulk Carrier
43400,Arosa,Bulk Carrier
43401,Andermatt,Bulk Carrier
43402,Sct Monte Rosa,Oil/Chemical Tanker
43405,Martigny,Bulk Carrier
43406,Lugano,Bulk Carrier
43407,Sct Matterhorn,Oil/Chemical Tanker
43409,San Padre Pio,Oil/Chemical Tanker
43410,Thurgau,Bulk Carrier
43411,Charmey,Bulk Carrier
43412,Vully,Bulk Carrier
43413,Aargau,Bulk Carrier
43414,San Bernardino,Oil/Chemical Tanker
43421,Engiadina,Bulk Carrier
43422,Celerina,Bulk Carrier
43423,Bernina,Bulk Carrier
43424,Glarus,Bulk Carrier
43430,General Guisan,Bulk Carrier
43431,Corviglia,Bulk Carrier
43433,Moleson,Bulk Carrier
43434,Vindonissa,Bulk Carrier
43435,Luzern,Bulk Carrier
43437,Turicum,Bulk Carrier
43438,Aventicum,Bulk Carrier
43440,Silvretta,Bulk Carrier
43442,San Pietro,Oil/Chemical Tanker
43451,Baltico,Oil/Chemical Tanker
43466,Wisby Wave,Oil/Chemical Tanker
43469,Ramira,Oil/Chemical Tanker
43478,Excello,Oil/Chemical Tanker
43479,Astral,Oil/Chemical Tanker
43485,Bit Viking,Oil/Chemical Tanker
43494,Astina,Oil/Chemical Tanker
43497,Bit Okland,Oil/Chemical Tanker
43501,Evinco,Oil/Chemical Tanker
43504,Ramona,Oil/Chemical Tanker
43532,MV Prospero,Oil/Chemical Tanker
43765,Dvadesetprvi Maj,Bulk Carrier
43870,Lynda Victory,Oil/Chemical Tanker
43883,Taranger,Oil/Chemical Tanker
43890,Stove Transport,Bulk Carrier
43891,Spar Corona,Bulk Carrier
43892,Stove Tradition,Bulk Carrier
43895,Berge Atlantic,Bulk Carrier
43899,Champion Cornelia,Oil/Chemical Tanker
43900,Kristinita,Bulk Carrier
43903,Wisby Teak,Oil/Chemical Tanker
43906,Stav Viking,Oil/Chemical Tanker
43908,Spar Spica,Bulk Carrier
43909,Spar Libra,Bulk Carrier
43911,Bow Cecil,Oil/Chemical Tanker
43912,Bow Flora,Oil/Chemical Tanker
43924,Straum,Oil/Chemical Tanker
43926,Susana S,Oil/Chemical Tanker
43928,Stavfjord,Oil/Chemical Tanker
43929,Bow Santos,Oil/Chemical Tanker
43931,Brimanger,Oil/Chemical Tanker
43933,Maasen,Oil/Chemical Tanker
43946,Ogna,Bulk Carrier
43947,Bow Cardinal,Oil/Chemical Tanker
43951,Western Wilton,Bulk Carrier
43957,Spar Ursa,Bulk Carrier
43959,MV Saturnus,Bulk Carrier
43960,Bow Summer,Oil/Chemical Tanker
43961,Bow Sky,Oil/Chemical Tanker
43967,Goya,Bulk Carrier
43968,Bow Faith,Oil/Chemical Tanker
43969,Sten Bothnia,Oil/Chemical Tanker
43970,Sten Suomi,Oil/Chemical Tanker
43975,Bow Jubail,Oil/Chemical Tanker
43976,Bow Cedar,Oil/Chemical Tanker
43978,Wisby Cedar,Oil/Chemical Tanker
43979,Wisby Argan,Oil/Chemical Tanker
43981,Carmencita,Bulk Carrier
43984,M\V Senorita,Bulk Carrier
43989,MvSerpentine,Bulk Carrier
43995,Emma Victory,Oil/Chemical Tanker
43998,Spar Hydra,Bulk Carrier
44086,Spar Capella,Bulk Carrier
44173,Sundstraum,Oil/Chemical Tanker
44189,Bergstraum,Oil/Chemical Tanker
44278,Champion Tide,Oil/Chemical Tanker
44280,Spar Corvus,Bulk Carrier
44304,Bow Bracaria,Oil/Chemical Tanker
44309,Western Stavanger,Bulk Carrier
44319,Spar Orion,Bulk Carrier
44321,Spar Sirius,Bulk Carrier
44333,Bow Saga,Oil/Chemical Tanker
44334,Marinex,Oil/Chemical Tanker
44336,Sten Aurora,Oil/Chemical Tanker
44338,Bow Clipper,Oil/Chemical Tanker
44345,Bow Riyad,Oil/Chemical Tanker
44346,Bow Mekka,Oil/Chemical Tanker
44347,Jo Acer,Oil/Chemical Tanker
44348,Bow Flower,Oil/Chemical Tanker
44349,Bow Fagus,Oil/Chemical Tanker
44351,Bow Sirius,Oil/Chemical Tanker
44364,MV Vela,Bulk Carrier
44371,Rystraum,Oil/Chemical Tanker
44372,Risanger,Oil/Chemical Tanker
44374,Ravnanger,Oil/Chemical Tanker
44375,Golfstraum,Oil/Chemical Tanker
44383,Mauranger,Oil/Chemical Tanker
44397,Nordic Lynx,Oil/Chemical Tanker
44404,Bow Engineer,Oil/Chemical Tanker
44410,Jo Betula,Oil/Chemical Tanker
44412,Sten Hidra,Oil/Chemical Tanker
44413,Thelma Victory,Oil/Chemical Tanker
44424,Nordic Sola,Oil/Chemical Tanker
44425,Nordic Sund,Oil/Chemical Tanker
44444,Nordic Wolverine,Oil/Chemical Tanker
44473,Sequoia,Oil/Chemical Tanker
44475,Spar Lupus,Bulk Carrier
44476,Spar Cetus,Bulk Carrier
44547,Heina,Bulk Carrier
44548,Ads Kristiansand,Bulk Carrier
44555,Bergen Nordic,Oil/Chemical Tanker
44643,Marit,Oil/Chemical Tanker
44790,Champion Ebony,Oil/Chemical Tanker
44821,Xanthia,Oil/Chemical Tanker
44835,Nordic Saga,Oil/Chemical Tanker
44836,Nordic Sira,Oil/Chemical Tanker
44837,Jo Lotus,Oil/Chemical Tanker
44838,Jo Rowan,Oil/Chemical Tanker
44840,Jo Redwood,Oil/Chemical Tanker
44847,Star Eracle,Bulk Carrier
44857,Bow Chain,Oil/Chemical Tanker
44859,Crude Passion,Oil/Chemical Tanker
44875,Bow Victor,Oil/Chemical Tanker
44881,Ads Galtesund,Bulk Carrier
44885,Star Norita,Bulk Carrier
44887,Star Athena,Bulk Carrier
44898,Susanne Victory,Oil/Chemical Tanker
44901,Jo Spirit,Oil/Chemical Tanker
44914,Spar Canis,Bulk Carrier
44917,Spar Gemini,Bulk Carrier
44918,Spar Draco,Bulk Carrier
44920,Spar Scorpio,Bulk Carrier
44934,Stavanger Breeze,Oil/Chemical Tanker
44941,Favorita,Bulk Carrier
44942,Primula,Oil/Chemical Tanker
44958,Bow Balearia,Oil/Chemical Tanker
44959,Bow Aratu,Oil/Chemical Tanker
44979,Bergen Viking,Oil/Chemical Tanker
44980,Champion Trust,Oil/Chemical Tanker
44984,Sten Nordic,Oil/Chemical Tanker
44985,MT Bow Brasilia,Oil/Chemical Tanker
44993,Isabelita,Bulk Carrier
45003,Ads Arendal,Bulk Carrier
45022,Spar Rigel,Bulk Carrier
45024,Cedar,Oil/Chemical Tanker
45040,Sycamore,Oil/Chemical Tanker
45054,Spar Mira,Bulk Carrier
45068,Champion Spirit,Oil/Chemical Tanker
45072,Stove Caledonia,Bulk Carrier
45076,Jo Ilex,Oil/Chemical Tanker
45080,Sten Baltic,Oil/Chemical Tanker
45083,Bow Spring,Oil/Chemical Tanker
45085,Tamarita,Bulk Carrier
45086,Spruce,Oil/Chemical Tanker
45096,Mariline,Oil/Chemical Tanker
45106,Selje,Oil/Chemical Tanker
45115,Western Oslo,Bulk Carrier
45120,Fjellanger,Oil/Chemical Tanker
45127,Bow Harmony,Oil/Chemical Tanker
45149,Finnstraum,Oil/Chemical Tanker
45151,Finnanger,Oil/Chemical Tanker
45153,MV Stove Trader,Bulk Carrier
45154,Bow Fortune,Oil/Chemical Tanker
45156,Fermita,Bulk Carrier
45177,Fauskanger,Oil/Chemical Tanker
45179,Falkanger,Oil/Chemical Tanker
45182,Latana,Oil/Chemical Tanker
45198,MV Rosita,Bulk Carrier
45201,Stove Campbell,Bulk Carrier
45215,Spar Neptun,Bulk Carrier
45235,Torvanger,Oil/Chemical Tanker
45237,Spar Taurus,Bulk Carrier
45238,Spar Virgo,Bulk Carrier
45240,Spar Lynx,Bulk Carrier
45244,Spar Lyra,Bulk Carrier
45342,Havstraum,Oil/Chemical Tanker
45387,Listraum,Oil/Chemical Tanker
45408,Solstraum,Oil/Chemical Tanker
45436,Western Texas,Bulk Carrier
45498,Western Moscow,Bulk Carrier
45510,Nina Victory,Oil/Chemical Tanker
45511,Hemus,Bulk Carrier
45513,Bomar Sedna,Oil/Chemical Tanker
45514,Steel,Oil/Chemical Tanker
45515,Stone I,Oil/Chemical Tanker
45516,Henda,Oil/Chemical Tanker
45517,Freedom Line,Bulk Carrier
45520,Erria Swan,Oil/Chemical Tanker
45522,Global Aker,Oil/Chemical Tanker
45523,Global Vika,Oil/Chemical Tanker
45524,Go Star,Bulk Carrier
45525,Roubini K,Bulk Carrier
45529,Captain P Egglezos,Bulk Carrier
45530,Tms Maria,Bulk Carrier
45534,Lowlands Tenacity,Bulk Carrier
45535,Baltic Champion,Oil/Chemical Tanker
45538,Baltic Commodore,Oil/Chemical Tanker
45545,Esther,Oil/Chemical Tanker
45546,Sidari,Bulk Carrier
45553,Raraka,Bulk Carrier
45554,Nordic Theresa,Oil/Chemical Tanker
45555,Nordic Trine,Oil/Chemical Tanker
45557,Sttad,Oil/Chemical Tanker
45559,Malindi,Bulk Carrier
45564,Saldanha,Bulk Carrier
45565,Globetrotter,Bulk Carrier
45566,Iron Point,Oil/Chemical Tanker
45567,Star II,Bulk Carrier
45570,Lucky Lady,Oil/Chemical Tanker
45571,Iolcos Ambition,Bulk Carrier
45579,Pronoi R,Bulk Carrier
45589,Lillo Swan,Oil/Chemical Tanker
45590,Portoroz,Bulk Carrier
45592,Chris Gr,Bulk Carrier
45593,Afales,Bulk Carrier
45595,Polaris Beauty,Bulk Carrier
45596,Polaris Queen,Bulk Carrier
45597,Kavafis,Bulk Carrier
45599,Iolcos Destiny,Bulk Carrier
45600,Pelagos,Bulk Carrier
45602,Bomar Ceres,Oil/Chemical Tanker
45603,Arctic Bridge,Oil/Chemical Tanker
45604,Patras,Oil/Chemical Tanker
45605,Oregon,Bulk Carrier
45606,Sapientza,Bulk Carrier
45608,Samatan,Bulk Carrier
45610,Chemical Master,Oil/Chemical Tanker
45611,Zeynep A,Oil/Chemical Tanker
45612,Citrus,Oil/Chemical Tanker
45614,Aurilia,Bulk Carrier
45617,Adam I,Bulk Carrier
45621,Patara,Oil/Chemical Tanker
45624,Giorgakis,Bulk Carrier
45625,Astakos,Bulk Carrier
45626,MT Bomar Mars,Oil/Chemical Tanker
45627,BesiktasM,Bulk Carrier
45632,Katerina III,Bulk Carrier
45634,Adfines Sky,Oil/Chemical Tanker
45637,Straitview,Oil/Chemical Tanker
45639,Simge Aksoy,Bulk Carrier
45645,Caravos Triumph,Bulk Carrier
45649,Orient Alliance,Bulk Carrier
45652,Evanthia,Bulk Carrier
45653,Evdoxia,Bulk Carrier
45654,Global Victory,Bulk Carrier
45656,Adfines Star,Oil/Chemical Tanker
45661,Lady Celine,Bulk Carrier
45663,Silent,Oil/Chemical Tanker
45664,Style,Oil/Chemical Tanker
45665,Black Star,Oil/Chemical Tanker
45666,Zina,Bulk Carrier
45667,Single,Oil/Chemical Tanker
45669,Mg Sakura,Bulk Carrier
45679,Citron,Oil/Chemical Tanker
45687,Alithia,Bulk Carrier
45689,New Mistral,Bulk Carrier
45690,Red Mistral,Bulk Carrier
45691,Elytis,Bulk Carrier
45694,Belasitza,Bulk Carrier
45698,Madeira,Bulk Carrier
45700,Woolloomooloo,Bulk Carrier
45701,Ovit,Oil/Chemical Tanker
45702,Topeka,Bulk Carrier
45711,Parapola,Bulk Carrier
45712,Navios Asteriks,Bulk Carrier
45715,Diamond Sea,Bulk Carrier
45717,Glykofiloussa,Bulk Carrier
45720,Histria Giada,Oil/Chemical Tanker
45721,Gobustan,Oil/Chemical Tanker
45724,Medkem Two,Oil/Chemical Tanker
45725,Annoula,Bulk Carrier
45726,Marmara,Oil/Chemical Tanker
45727,Majorca,Bulk Carrier
45728,Happy Venture,Bulk Carrier
45729,Red Fin,Bulk Carrier
45730,White Fin,Bulk Carrier
45736,Bargara,Bulk Carrier
45737,Capitola,Bulk Carrier
45738,Orient Trail,Bulk Carrier
45741,Privsea,Bulk Carrier
45745,MV Sealink,Bulk Carrier
45746,Besiktas Scotland,Oil/Chemical Tanker
45747,Seferis,Bulk Carrier
45750,Soshangana,Oil/Chemical Tanker
45754,Karaagac,Bulk Carrier
45755,Altis,Bulk Carrier
45756,Sea Lark,Bulk Carrier
45758,Pirin,Bulk Carrier
45765,Trans Chemica,Oil/Chemical Tanker
45767,Captain Evangelos Nm,Bulk Carrier
45768,Bomar Mercury,Oil/Chemical Tanker
45769,IskenderunM,Bulk Carrier
45770,AntakyaM,Bulk Carrier
45773,Trefin Leader,Oil/Chemical Tanker
45774,Joelle,Bulk Carrier
45783,New Ranger,Oil/Chemical Tanker
45792,Lowlands Beilun,Bulk Carrier
45793,Palamas,Bulk Carrier
45795,Seastrength,Bulk Carrier
45799,Baltic Frost,Oil/Chemical Tanker
45800,Angleviken,Oil/Chemical Tanker
45801,Tronica,Bulk Carrier
45805,Gourniati,Bulk Carrier
45814,Aysenaz S,Bulk Carrier
45816,Mehmet A,Oil/Chemical Tanker
45818,Kiran Eurasia,Bulk Carrier
45819,Golden Shanghai,Bulk Carrier
45821,Feo Swan,Oil/Chemical Tanker
45822,Georgios S,Bulk Carrier
45825,Aoibh,Bulk Carrier
45828,Santa Pawlina,Oil/Chemical Tanker
45829,Ecola,Bulk Carrier
45830,Orient Champion,Bulk Carrier
45838,Stara Planina,Bulk Carrier
45839,Sun Globe,Bulk Carrier
45840,Sider Atlantic,Bulk Carrier
45844,Ym Jupiter,Oil/Chemical Tanker
45845,Arctic Bay,Oil/Chemical Tanker
45846,Deniz A,Oil/Chemical Tanker
45848,Alpha Era,Bulk Carrier
45852,Lady Hind,Bulk Carrier
45856,Marvelette,Bulk Carrier
45862,Amine Bulker,Bulk Carrier
45863,Sofie Bulker,Bulk Carrier
45865,Belmeken,Bulk Carrier
45867,Histria Agata,Oil/Chemical Tanker
45868,Evangelia Petrakis,Bulk Carrier
45869,Persenk,Bulk Carrier
45871,MV Iolcos Unity,Bulk Carrier
45874,Seacrown I,Oil/Chemical Tanker
45875,Apageon,Bulk Carrier
45881,Ce Alliance,Bulk Carrier
45882,Theofylaktos,Bulk Carrier
45886,Ligari,Bulk Carrier
45888,Rinia,Bulk Carrier
45889,Tschaikowsky,Bulk Carrier
45893,M\V Xo Lion,Bulk Carrier
45896,Fernandina,Bulk Carrier
45900,Histria Ivory,Oil/Chemical Tanker
45901,Krateros,Bulk Carrier
45903,Rhone,Oil/Chemical Tanker
45905,Abyo Oprah,Bulk Carrier
45907,Minitank Six,Oil/Chemical Tanker
45908,Minitank Five,Oil/Chemical Tanker
45925,Sichem Rio,Oil/Chemical Tanker
45930,CeDuke,Bulk Carrier
45935,Marvea,Oil/Chemical Tanker
45936,Libera,Oil/Chemical Tanker
45941,Maganari,Bulk Carrier
45942,Scope,Bulk Carrier
45943,Domenico Ievoli,Oil/Chemical Tanker
45948,Arctic Blizzard,Oil/Chemical Tanker
45950,Alpha Cosmos,Bulk Carrier
45952,Arctic Breeze,Oil/Chemical Tanker
45954,Pole,Bulk Carrier
